FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
100,1711516.879,3943565.758,67.3333,12.9185,12.1213,2.4845,32.6297,7.2304,0.0127,9.0495,9.7383,4,0.0271,0.0111,545.4594,0.0297,2.1712,272.7297,2.0625,1468.3385,318.1233,0.0062,0.0645,407.2291,0.0165,0.0253,
101,1689255.997,3943782.504,148.6667,39.8525,11.6779,0.7464,35.5755,7.6993,0.0012,13.0526,9.2372,22.6667,0.0076,0.006,525.5038,0.0135,2.2561,262.7519,2.1408,1600.8988,677.0578,0.0015,0.0606,587.3656,0.0075,0.0024,
102,1699664.127,3943874.748,91.6667,11.1156,9.3615,1.7138,27.363,6.2374,-0.0021,11.9588,7.7292,22.3333,0,0.002,421.2678,0.0218,2.8285,210.6339,2.6705,1231.3342,335.4927,0.0017,0.0748,538.1473,0.0121,-0.0043,
103,1711740.129,3943523.25,69,6.6833,14.0096,2.3446,26.5244,6.2155,-0.0102,10.6864,12.3077,5.3333,0.0216,0.0238,630.4314,0.029,1.8689,315.2157,1.7845,1193.5961,375.8358,0.0062,0.075,480.8896,0.0161,-0.0204,
104,1691097.008,3943585.74,138,59.5371,10.6722,1.5643,42.5072,8.1442,0.0109,7.9793,12.381,33.6667,0.0234,0.009,480.2492,0.0145,2.4744,240.1246,2.3425,1912.8232,575.0146,0.0014,0.0573,359.0691,0.0081,0.0217,
105,1691609.5,3943540.25,74.3333,24.5266,10.7607,1.7536,22.592,5.8801,0.016,8.5222,11.8569,11.3333,0.02,0.0039,484.2304,0.0269,2.4536,242.1152,2.3233,1016.6415,312.2676,0.004,0.0793,383.4997,0.0149,0.0321,
106,1695004.496,3943592.996,44.3333,16.7796,7.0917,0.5649,33.265,5.8312,0.0066,9.1593,4.8374,10.3333,0.0131,0.0053,319.1257,0.0451,3.7482,159.5629,3.5253,1496.9263,123.1488,0.0035,0.08,412.1665,0.0251,0.0132,
107,1694099.251,3943623.75,109.3333,24.5266,8.0036,0.9098,31.6141,5.9545,0.0004,6.623,9.3505,33.6667,0.0036,0.0044,360.1605,0.0183,3.3165,180.0802,3.1236,1422.6357,342.5175,0.0013,0.0783,298.0371,0.0102,0.0007,
108,1711313.255,3943457.75,79.3333,17.5942,12.4202,1.277,29.4404,7.1669,0.0175,11.8286,10.7266,7.3333,0.0476,0.0224,558.9077,0.0252,2.1173,279.4538,2.0129,1324.8194,383.9163,0.004,0.0651,532.2876,0.014,0.0349,
109,1695482.001,3943469,116.3333,22.5142,8.3704,1.0185,24.0989,5.0197,-0.005,9.6605,8.2398,16.6667,0.0019,0.0073,376.6661,0.0172,3.1692,188.333,2.9867,1084.4505,381.0326,0.0021,0.0929,434.7231,0.0096,-0.01,
110,1710986.28,3943638.756,122.3333,39.7185,14.6295,0.9401,37.0191,9.1345,-0.0045,15.0215,12.6357,16.3333,0.0252,0.0235,658.3278,0.0163,1.7864,329.1639,1.7089,1665.8595,695.1925,0.0024,0.051,675.9682,0.0091,-0.0089,
111,1692426.871,3943357.765,40.6667,13.2749,7.3843,1.478,20.0404,5.0629,0.0229,6.1541,7.0149,5.3333,0.0344,0.01,332.2941,0.0492,3.5981,166.1471,3.3856,901.8178,117.5996,0.0056,0.0921,276.9331,0.0273,0.0458,
112,1690229.249,3943472.997,104,17.1075,12.194,1.0083,36.1709,9.2285,-0.0021,12.7163,9.7786,18.3333,0.004,0.005,548.7314,0.0192,2.1578,274.3657,2.0502,1627.6922,494.2618,0.0022,0.0505,572.2356,0.0107,-0.0043,
113,1698482.716,3943448.39,100,24.097,13.3992,0.6475,35.4923,8.2479,-0.0016,9.5925,14.1479,10.3333,0.0191,0.0176,602.9625,0.02,1.9575,301.4813,1.8658,1597.1528,521.401,0.0033,0.0565,431.662,0.0111,-0.0032,
114,1698744.927,3943463.729,94.6667,19.2238,12.1514,2.9,32.2523,7.2831,0.0069,8.9483,14.3811,8.3333,0.0336,0.0216,546.8123,0.0211,2.1657,273.4061,2.0574,1451.3544,448.3551,0.004,0.064,402.6733,0.0117,0.0137,
115,1700191.83,3943388,34.3333,0.9428,7.6623,0.2398,18.6509,4.8268,-0.0113,9.6615,5.7755,6.6667,-0.0001,0.0099,344.8013,0.0583,3.4661,172.4006,3.2627,839.2915,102.9999,0.0051,0.0966,434.769,0.0324,-0.0225,
116,1712155.851,3943603.408,134.6667,29.044,12.6821,0.1887,36.2135,7.8907,-0.004,14.4667,12.0579,17.6667,0.0021,0.0059,570.6964,0.0149,2.0722,285.3482,1.9713,1629.6069,665.2126,0.0023,0.0591,651.0004,0.0083,-0.0079,
117,1697669.371,3943601.752,117,35.6931,10.2936,0.5476,33.8926,7.0655,-0.0072,10.1799,10.9791,25,0.0074,0.0129,463.2109,0.0171,2.5676,231.6054,2.4287,1525.1677,470.4064,0.0016,0.066,458.0934,0.0095,-0.0143,
118,1699115.272,3943412.635,89.3333,9.3927,11.9095,0.7043,29.1012,7.4204,-0.0112,10.9526,11.1947,9.6667,0.007,0.0164,535.9255,0.0224,2.211,267.9628,2.0992,1309.5544,414.795,0.0038,0.0628,492.8672,0.0124,-0.0224,
119,1699876.382,3943351.953,68.3333,27.9563,9.3767,2.2811,26.4758,5.7847,0.0113,7.5807,7.5956,9,0.0238,0.0098,421.9496,0.0293,2.8239,210.9748,2.6662,1191.411,250.4957,0.0038,0.0806,341.132,0.0163,0.0227,
120,1691116.875,3943265.754,124.3333,44.4547,10.3793,2.015,45.7298,7.6615,-0.0026,9.1722,12.7127,25.6667,0.0035,0.0044,467.0674,0.0161,2.5459,233.5337,2.4086,2057.8413,504.007,0.0017,0.0609,412.7497,0.0089,-0.0052,
121,1691960.387,3943376.147,92.3333,14.0079,10.0503,0.9531,34.1471,6.3491,0.0029,10.9711,9.6088,19.3333,0.0128,0.007,452.2627,0.0217,2.6311,226.1313,2.4875,1536.621,362.5494,0.0021,0.0734,493.6983,0.012,0.0059,
122,1699516.604,3943267.09,79.3333,26.0427,10.5473,2.0696,29.1072,6.6157,-0.0034,12.5932,6.8647,8,0.0182,0.0191,474.629,0.0252,2.5044,237.3145,2.3703,1309.8256,326.7396,0.0042,0.0705,566.6946,0.014,-0.0067,
123,1711853.251,3943244.58,148.6667,51.938,11.821,0.9904,32.7974,7.5492,-0.0006,12.648,11.2903,26.6667,0.0121,0.0113,531.9462,0.0135,2.228,265.9731,2.1149,1475.8842,685.2408,0.0015,0.0618,569.1605,0.0075,-0.0012,
124,1710692.164,3943360.827,140.6667,42.2401,15.4457,1.2658,38.5403,8.7661,0.0019,12.7699,16.4768,15.3333,0.0145,0.0117,695.0555,0.0142,1.6877,347.5277,1.6186,1734.3123,842.9174,0.0025,0.0532,574.6459,0.0079,0.0038,
125,1697814.375,3943097.5,75.6667,14.0079,8.9547,0.6056,27.8811,6.2652,-0.0066,8.7468,6.5875,11.3333,0.0059,0.0135,402.9607,0.0264,2.9593,201.4804,2.7918,1254.651,264.9996,0.0033,0.0744,393.6077,0.0147,-0.0132,
126,1688884.931,3943535.392,138.6667,38.1255,10.3104,1.2751,27.574,6.8029,0.0067,10.6948,11.3478,26.6667,0.0116,0.0061,463.9662,0.0144,2.5633,231.9831,2.4247,1240.8311,558.4179,0.0016,0.0685,481.2676,0.008,0.0134,
127,1690622.128,3943043,69.6667,19.2585,11.5883,2.4932,39.8039,9.3526,0.0195,8.2881,14.8558,8,0.0445,0.0177,521.4715,0.0287,2.274,260.7357,2.1574,1791.1745,314.8749,0.004,0.0499,372.9663,0.0159,0.039,
128,1692116.75,3943077.5,121.3333,46.2193,9.4163,1.3487,25.433,6.2412,-0.0014,9.6641,7.933,27.3333,0.0047,0.0044,423.7321,0.0165,2.8118,211.866,2.655,1144.4849,446.6446,0.0017,0.0747,434.8831,0.0092,-0.0029,
129,1692318.371,3942946.75,72.6667,37.241,9.3854,0.9228,23.3697,5.5546,0.0126,7.4809,9.3688,10.3333,0.0192,0.0047,422.3449,0.0275,2.8212,211.1724,2.6637,1051.6386,266.6281,0.0031,0.0839,336.6405,0.0153,0.0253,
130,1692916.127,3943370.25,117.3333,21.5149,8.8551,1.1391,29.9475,5.6386,-0.0016,8.4781,10.0309,23,0.0047,0.0046,398.4809,0.017,2.9931,199.2404,2.8232,1347.6357,406.3927,0.0017,0.0827,381.5129,0.0095,-0.0031,
131,1698192.642,3943190.371,87.6667,18.6607,10.6637,1.4361,33.7161,7.48,0.0018,6.3323,14.1163,14,0.0107,0.0067,479.8679,0.0228,2.4765,239.9339,2.3444,1517.2252,365.0004,0.003,0.0623,284.9517,0.0127,0.0036,
132,1687122.408,3942811.26,64.3333,19.362,9.8272,0.5622,31.3118,7.1168,0.0055,7.675,10.622,8.3333,0.0122,0.005,442.2255,0.0311,2.692,221.1128,2.544,1409.031,247.0562,0.0041,0.0655,345.3748,0.0173,0.0109,
133,1690010,3943005.75,113.3333,13.9124,10.8909,1.4994,32.9892,7.3126,0.0012,9.8558,12.3849,22.3333,0.0086,0.0063,490.089,0.0176,2.4236,245.0445,2.2955,1484.5146,481.7943,0.0019,0.0638,443.5118,0.0098,0.0023,
134,1691290.626,3942956.995,99.3333,22.8959,11.01,0.5132,47.0862,7.6915,0.0125,8.7989,14.1282,19.3333,0.0171,0.0053,495.4484,0.0201,2.3967,247.7242,2.2707,2118.8802,426.8397,0.0019,0.0606,395.9491,0.0112,0.0251,
135,1688394.876,3942723.421,107.3333,47.1475,9.2348,1.1668,28.4503,6.7336,0.0023,9.6876,9.0342,16,0.0097,0.006,415.5679,0.0186,2.868,207.784,2.7071,1280.2627,387.5627,0.0022,0.0693,435.9439,0.0104,0.0045,
136,1693748.473,3943014.155,185.6667,27.1948,10.2899,0.6981,37.9635,7.7264,0.0005,11.4069,8.8117,58,0.0057,0.005,463.0454,0.0108,2.5685,231.5227,2.4296,1708.3561,746.2216,0.0008,0.0604,513.3096,0.006,0.001,
137,1689033.398,3943066.902,89.6667,34.1207,6.9898,0.5756,26.0357,5.292,-0.0065,8.414,6.0465,30,-0.0027,0.0037,314.5432,0.0223,3.8033,157.2716,3.5766,1171.6082,245.5166,0.0016,0.0881,378.6319,0.0124,-0.0131,
138,1689546.374,3943250.496,192.3333,25.4209,9.7003,1.822,47.9226,7.2675,0.0004,9.2149,10.5126,46,0.009,0.0061,436.5151,0.0104,2.7279,218.2576,2.5772,2156.5163,729.1628,0.001,0.0642,414.6715,0.0058,0.0008,
139,1691226.998,3942660.744,69.3333,1.2472,10.7624,1.9602,33.5529,6.3478,0.0031,9.1792,11.1897,14.6667,0.0092,0.0047,484.3094,0.0288,2.4532,242.1547,2.3229,1509.8799,291.31,0.0025,0.0735,413.0658,0.016,0.0062,
140,1692372.127,3942681.002,142.3333,33.2098,9.4988,1.6032,29.8786,6.9126,0,9.2626,9.2827,22.3333,0.0015,0.0012,427.4478,0.0141,2.7869,213.7239,2.6319,1344.5386,528.5011,0.0016,0.0675,416.8188,0.0078,0.0001,
141,1696941.624,3943488.498,172.3333,32.602,8.2919,1.0326,27.6687,6.0061,-0.0029,9.8808,8.5249,55,0.0007,0.0026,373.1366,0.0116,3.1996,186.5683,3.015,1245.0919,559.2004,0.0008,0.0776,444.6359,0.0064,-0.0058,
142,1689947.124,3942619.002,117.6667,24.8507,10.4515,1.4898,30.4239,7.3648,-0.0065,11.1005,7.5264,29.3333,0.0024,0.0066,470.3167,0.017,2.5279,235.1583,2.392,1369.0739,480.264,0.0014,0.0633,499.5246,0.0094,-0.0131,
143,1695746.249,3942830.248,108.3333,13.6707,9.0185,1.7667,31.4336,5.6595,-0.0017,10.0098,9.4642,27.3333,0.0086,0.0074,405.8346,0.0185,2.938,202.9173,2.7721,1414.5116,382.0883,0.0015,0.0824,450.4417,0.0103,-0.0035,
144,1710589.532,3942784.066,113,12.3558,12.0906,1.9252,47.1583,8.3369,-0.0051,16.028,9.5928,22.6667,-0.0019,0.0031,544.079,0.0177,2.1769,272.0395,2.0677,2122.1227,532.5493,0.0018,0.0559,721.2608,0.0098,-0.0101,
145,1690609.375,3942550.5,87.3333,21.914,12.0133,0.67,37.9008,7.8141,-0.0014,11.6767,13.4449,15,0.0198,0.019,540.5971,0.0229,2.1913,270.2985,2.081,1705.5365,408.9916,0.0024,0.0597,525.4524,0.0127,-0.0029,
146,1710848.625,3942660.75,125.6667,43.9874,11.5649,1.1117,38.9687,8.1752,0.0076,13.0182,9.9736,20.6667,0.018,0.0076,520.4183,0.0159,2.2788,260.2091,2.1617,1753.5896,566.8486,0.0018,0.057,585.82,0.0088,0.0152,
147,1694541.25,3942860.5,121.3333,22.3954,9.3258,0.755,28.9272,6.17,0.0041,9.8425,9.2758,31.3333,0.0075,0.0031,419.6605,0.0165,2.8396,209.8303,2.6807,1301.7218,442.391,0.0014,0.0756,442.9134,0.0092,0.0082,
148,1691010.25,3942478,81.6667,15.9234,11.1571,2.4861,49.1313,9.1225,-0.0065,10.8067,9.2748,15.3333,0.0035,0.0104,502.0684,0.0245,2.3643,251.0342,2.2407,2210.9096,355.5551,0.0023,0.0511,486.3019,0.0136,-0.0129,
149,1688316.625,3942409.742,76,16.6733,9.5366,1.87,30.3189,7.1333,0.0029,5.3263,10.4931,10.6667,0.0116,0.0063,429.1481,0.0263,2.7756,214.5741,2.6215,1364.3507,283.3094,0.0031,0.0654,239.6837,0.0146,0.0058,
150,1691908.126,3942422.005,140,27.5318,9.497,0.2559,30.0206,6.4312,0,12.4794,8.8251,29.6667,0.0116,0.0082,427.3633,0.0143,2.7875,213.6816,2.6324,1350.9285,519.7352,0.0014,0.0725,561.5711,0.0079,0,
151,1693606.124,3942358.25,155.6667,30.9228,11.1825,1.0017,37.968,7.3214,0.004,10.1476,12.4194,37.6667,0.0156,0.0082,503.2108,0.0128,2.3588,251.6054,2.2356,1708.5584,679.2541,0.0011,0.0637,456.6409,0.0071,0.0079,
152,1705628.076,3942434.086,113,28.2843,9.1246,1.9816,35.4376,8.5826,-0.0082,10.9749,4.3162,22,0.0003,0.0117,410.6084,0.0177,2.9033,205.3042,2.7398,1594.6929,403.1961,0.002,0.0543,493.8706,0.0098,-0.0164,
153,1705948.272,3942377.475,140,26.6208,12.3367,1.3811,32.8496,8.5464,0.0027,10.8983,11.3183,16,0.0196,0.0133,555.151,0.0143,2.1321,277.5755,2.0265,1478.2322,673.0164,0.0022,0.0546,490.424,0.0079,0.0054,
154,1697409.129,3942132.75,51,2.4495,12.6507,0.9977,31.4875,8.4799,-0.0137,9.5742,16.146,5,0.0154,0.0279,569.2817,0.0392,2.0775,284.6409,1.9762,1416.9377,251.3103,0.0056,0.055,430.8408,0.0218,-0.0274,
155,1711034.501,3942201.754,128.6667,49.9355,13.3785,1.4138,37.7522,7.8137,-0.0141,15.0224,12.4286,19.6667,-0.0045,0.0081,602.0312,0.0155,1.9606,301.0156,1.8687,1698.8471,669.852,0.0017,0.0597,676.0078,0.0086,-0.0283,
156,1688885.623,3942292.252,120.6667,22.8668,8.6953,0.3893,28.7577,6.0209,-0.0026,7.3152,7.9894,25.6667,0.0015,0.0029,391.2887,0.0166,3.049,195.6444,2.8751,1294.0981,410.4532,0.0017,0.0774,329.1834,0.0092,-0.0052,
157,1684745.507,3942311.706,124.6667,46.4495,10.7252,1.683,36.0826,7.2787,-0.0022,10.5717,9.3128,17.6667,0.0049,0.0054,482.6355,0.016,2.4619,241.3178,2.331,1623.7169,522.0087,0.0022,0.0641,475.7276,0.0089,-0.0044,1.5062
158,1685676.546,3942269.294,146.3333,25.0377,11.8365,1.0588,42.5802,8.5646,0.002,12.8648,11.378,37.6667,0.01,0.0057,532.6441,0.0137,2.225,266.3221,2.1121,1916.1069,675.3583,0.0012,0.0544,578.9181,0.0076,0.0039,
159,1711665.378,3942436.001,148.3333,21.746,12.6843,1.4511,32.9239,7.832,0.0054,12.4771,12.7298,40.3333,0.0083,0.0031,570.7936,0.0135,2.0718,285.3968,1.9709,1481.5736,732.8446,0.0011,0.0595,561.4702,0.0075,0.0108,
160,1711978.251,3942675.75,146.3333,26.5372,12.8722,1.754,43.2917,8.751,0.0044,12.2614,14.2849,34.6667,0.0153,0.0096,579.2502,0.0137,2.0406,289.6251,1.9422,1948.1276,733.4952,0.0012,0.0533,551.764,0.0076,0.0089,
161,1692280.503,3942091,75,22.5536,13.3112,2.1371,30.8123,7.2128,0.0161,11.3126,13.1132,10,0.041,0.0272,599.0062,0.0267,1.9709,299.5031,1.8781,1386.5517,388.5313,0.004,0.0646,509.0659,0.0148,0.0322,
162,1694883.377,3942472.502,153.3333,2.6247,9.8882,2.0203,40.412,7.2086,-0.0011,10.503,9.2188,33,0.0022,0.0023,444.9706,0.013,2.6751,222.4853,2.5283,1818.5379,592.4575,0.0012,0.0647,472.6337,0.0072,-0.0021,
163,1697699.116,3942383.867,116.3333,46.9207,9.2463,1.7778,32.9918,6.6685,-0.0034,9.7883,8.1182,21.3333,0.0001,0.0049,416.0836,0.0172,2.8644,208.0418,2.7038,1484.6289,420.5769,0.0017,0.0699,440.4725,0.0096,-0.0069,
164,1689995.501,3942160.751,155.6667,40.086,10.7964,1.4086,37.0054,6.714,0.0001,10.2935,9.9794,36.3333,0.0044,0.0032,485.8364,0.0128,2.4453,242.9182,2.3156,1665.2452,656.0847,0.0011,0.0695,463.2083,0.0071,0.0002,
165,1695973.998,3942139.493,92,30.0998,10.9666,0.7668,37.3689,7.3689,0.0025,11.7954,8.2901,12.3333,0.008,0.0044,493.4959,0.0217,2.4064,246.748,2.2797,1681.6021,393.7892,0.0028,0.0633,530.7948,0.0121,0.0049,
166,1687464.524,3942407.606,141,40.7922,10.801,0.5967,30.1896,7.197,-0.0016,10.2937,9.8334,29,0.0003,0.0016,486.0465,0.0142,2.4442,243.0233,2.3146,1358.5324,594.5234,0.0014,0.0648,463.2147,0.0079,-0.0032,
167,1688902.999,3941946.245,104,26.1661,9.1185,0.5758,33.8375,6.7383,-0.014,8.7679,8.7913,22,-0.0002,0.0135,410.3347,0.0192,2.9052,205.1673,2.7417,1522.6896,370.8378,0.0021,0.0692,394.5547,0.0107,-0.0281,
168,1686111.047,3942139.114,182.6667,57.2499,10.4995,1.1334,33.3277,6.8227,0.0006,9.6537,10.7415,43.6667,0.0067,0.0044,472.4769,0.0109,2.5161,236.2385,2.3811,1499.7464,748.9518,0.0009,0.0683,434.4155,0.0061,0.0012,
169,1693101.626,3942079.744,119.6667,15.9652,11.0551,0.636,30.3684,7.8211,-0.0048,11.5375,10.3608,25.3333,0.0046,0.0068,497.4797,0.0167,2.3867,248.7398,2.2614,1366.5802,516.2949,0.0016,0.0596,519.1891,0.0093,-0.0095,
170,1713206.156,3941763.436,,,,,,,,,,,,,,,,,,,,,,,,,
171,1687792.25,3942041.75,152.3333,35.6495,10.1523,1.3824,29.9769,6.6323,0.0031,11.0003,11.9224,24.6667,0.0079,0.0039,456.8547,0.0131,2.6041,228.4273,2.4625,1348.9594,604.1509,0.0017,0.0703,495.0143,0.0073,0.0062,
172,1691255.5,3942084.756,94,32.3831,10.077,1.8519,28.1084,6.1997,-0.0085,11.234,9.4758,18,0.0042,0.0098,453.4638,0.0213,2.6239,226.7319,2.4809,1264.8761,370.0638,0.0024,0.0752,505.5311,0.0118,-0.0171,
173,1691735.625,3941920.25,110,23.0362,11.1741,0.7153,39.6176,7.7267,-0.0024,8.8512,10.6296,20,0.0036,0.0083,502.8332,0.0182,2.3606,251.4166,2.2373,1782.7902,479.6313,0.002,0.0604,398.3024,0.0101,-0.0048,
174,1705471.754,3941922,32.6667,9.877,3.9917,0.9152,17.354,4.5574,-0.0163,8.3012,1.9871,11.6667,-0.01,0.0052,179.6255,0.0612,6.6825,89.8128,6.263,780.9311,51.1645,0.0035,0.1023,373.5562,0.034,-0.0327,
175,1696211.875,3941830.247,90.3333,23.6972,9.5357,0.9511,26.9784,6.2856,0.0001,10.6933,9.4399,12,0.0132,0.0119,429.1062,0.0221,2.7759,214.5531,2.6217,1214.0288,336.708,0.0028,0.0742,481.1975,0.0123,0.0002,
176,1696439.625,3942887.998,167.6667,25.9015,9.1444,0.5447,34.624,6.8303,-0.0016,10.2735,8.2825,66,0.0016,0.0025,411.4985,0.0119,2.8969,205.7493,2.7339,1558.0799,599.5385,0.0006,0.0683,462.3084,0.0066,-0.0031,
177,1698014.5,3941822.994,64.3333,15.456,9.9872,1.1024,28.2869,6.2258,0.0126,7.3887,7.8281,7.3333,0.0169,0.0061,449.4251,0.0311,2.648,224.7125,2.5032,1272.9088,251.0379,0.0046,0.0749,332.4936,0.0173,0.0251,4.6569
178,1709365.747,3941992.247,139.6667,8.1786,12.6797,1.0892,35.1585,6.7458,0.0036,13.8802,13.1839,17.3333,0.0075,0.0044,570.5862,0.0143,2.0726,285.2931,1.9717,1582.1328,689.7801,0.0025,0.0691,624.6105,0.008,0.0073,
179,1688514.752,3941854.003,67.6667,36.1694,9.7734,2.3028,25.4916,5.8867,0.0034,9.9528,9.323,14.6667,0.0123,0.0094,439.8037,0.0296,2.7071,219.9018,2.558,1147.123,258.4478,0.0026,0.0792,447.8776,0.0164,0.0067,
180,1704231.623,3941957.462,82.3333,17.0163,6.7296,1.0447,20.6619,5.3697,-0.0204,8.5451,3.9611,12.3333,-0.0146,0.0041,302.8312,0.0243,3.9519,151.4156,3.7149,929.7874,217.0825,0.0027,0.0868,384.5314,0.0135,-0.0409,
181,1711006.124,3941918.748,122.3333,34.3932,10.9256,0.3531,29.8234,6.6929,0.0013,11.4851,11.4425,23.6667,0.0173,0.0114,491.653,0.0163,2.4157,245.8265,2.2882,1342.0542,521.6938,0.0015,0.0697,516.8274,0.0091,0.0025,
182,1692471.624,3941967.253,118.6667,30.0925,11.1816,1.0918,29.8786,7.2429,-0.0039,9.6761,12.0793,17,0.0202,0.0182,503.1717,0.0169,2.359,251.5859,2.2358,1344.5386,517.7643,0.0021,0.0644,435.4246,0.0094,-0.0077,
183,1709827.565,3942200.574,161,54.1356,12.3747,2.2453,41.9699,8.7765,-0.0021,10.0481,11.0603,19.6667,0.0053,0.007,556.8613,0.0124,2.1254,278.4306,2.0203,1888.6462,776.3161,0.0015,0.0531,452.1659,0.0069,-0.0041,
184,1698047.462,3941960.753,58.3333,1.8856,7.6147,1.34,22.6774,5.2808,-0.0011,6.581,7.9825,16.6667,0.0019,0.0021,342.6595,0.0343,3.488,171.3298,3.2831,1020.482,173.9193,0.0025,0.0883,296.1469,0.019,-0.0022,
185,1690916.499,3941868.75,101.6667,26.4113,12.1594,0.7122,33.3563,7.7402,-0.0056,11.5386,11.2488,15,0.0084,0.0138,547.1714,0.0197,2.1642,273.5857,2.056,1501.0356,481.8196,0.0024,0.0602,519.238,0.0109,-0.0112,
186,1706012.627,3941861.247,104.3333,9.1773,9.0334,0.4477,38.16,8.7972,-0.0013,11.6924,3.4087,17,0.0023,0.005,406.5031,0.0192,2.9331,203.2516,2.7675,1717.2016,368.5816,0.0023,0.053,526.1602,0.0106,-0.0026,
187,1686016.999,3941947.495,136.6667,21.2968,11.5117,2.1463,31.6972,7.4838,0.003,10.5774,11.1325,32.6667,0.0135,0.0081,518.0261,0.0146,2.2896,259.013,2.1717,1426.3723,613.6712,0.0014,0.0623,475.9824,0.0081,0.0059,
188,1690642.502,3941740.254,93.3333,32.7041,11.5818,1.817,27.7046,6.9175,-0.0072,10.709,11.9539,13.3333,0.0115,0.0148,521.1794,0.0214,2.2754,260.5897,2.1586,1246.7054,421.6089,0.0031,0.0674,481.9065,0.0119,-0.0145,
189,1695647.252,3941761.5,108,13.4907,13.0026,1.9709,43.3316,9.2736,0.0124,13.165,12.3082,16,0.0265,0.0109,585.118,0.0185,2.0194,292.559,1.9227,1949.9241,546.7395,0.0023,0.0503,592.4241,0.0103,0.0247,
190,1704967.513,3941847.403,60.6667,31.8991,6.0926,0.8696,23.9059,5.5675,0.0017,3.2179,9.8604,18.3333,0.0057,0.0033,274.1688,0.033,4.3687,137.0844,4.1033,1075.7655,144.8761,0.0021,0.0838,144.807,0.0183,0.0035,
191,1685250.377,3941652.75,87.3333,1.6997,15.2017,0.2586,40.7409,9.9623,0.0043,10.1109,17.3321,12.3333,0.0133,0.0077,684.0772,0.0229,1.7161,342.0386,1.6446,1833.3427,515.2585,0.0029,0.0468,454.992,0.0127,0.0086,
192,1687792.749,3941740.256,128.3333,38.9387,9.7928,1.7092,31.4148,7.2233,0.0097,8.182,10.4543,26.3333,0.0101,0.0003,440.6779,0.0156,2.7016,220.3389,2.5529,1413.6674,491.1245,0.0017,0.0646,368.1881,0.0087,0.0194,
193,1695315.627,3942250.249,170,41.8171,10.8955,1.9738,41.5195,7.2462,0.0035,11.4991,10.1759,47,0.0062,0.0019,490.2991,0.0118,2.4225,245.1496,2.2945,1868.3783,722.9974,0.0009,0.0644,517.4605,0.0065,0.007,
194,1684665.75,3941834.414,116,46.3105,12.9073,2.187,37.8445,9.0861,0.0197,11.4293,13.1818,13.3333,0.043,0.0167,580.8273,0.0172,2.0348,290.4137,1.9369,1703.0046,583.0058,0.0024,0.0513,514.3207,0.0096,0.0393,
195,1688590.75,3941556.75,55.6667,5.5578,10.467,0.8351,33.5352,7.358,-0.0212,9.3415,6.3386,8.3333,-0.0084,0.0092,471.0141,0.0359,2.5241,235.5071,2.3885,1509.0857,227.5402,0.0046,0.0634,420.3687,0.02,-0.0424,
196,1694139.75,3941717.256,86,19.0263,13.3095,2.1849,38.2099,9.9091,0.0076,12.8542,14.5271,14.6667,0.0205,0.0102,598.9264,0.0233,1.9712,299.4632,1.8784,1719.4473,445.4576,0.0025,0.0471,578.4406,0.0129,0.0153,
197,1712826.461,3941514.514,38,8.0416,8.9584,1.811,22.5535,5.9332,0.0007,8.542,11.2852,11.6667,0.0045,0.0029,403.1298,0.0526,2.958,201.5649,2.7907,1014.9096,133.1389,0.0036,0.0786,384.3897,0.0292,0.0013,
198,1689946.998,3941722.752,128.3333,39.4152,10.5272,0.4692,29.1511,7.4729,-0.0008,8.4038,10.9514,30.6667,0.0079,0.0062,473.7244,0.0156,2.5093,236.8622,2.3748,1311.7983,527.5533,0.0014,0.0624,378.1694,0.0087,-0.0016,
199,1709333.5,3941590.255,110.6667,23.6972,12.4473,1.9184,37.0243,8.8637,0.0025,10.5576,6.0568,8.6667,0.0141,0.0082,560.1305,0.0181,2.1126,280.0652,2.0085,1666.093,536.7003,0.0037,0.0526,475.0931,0.01,0.005,
200,1697724.378,3941676.255,105.6667,17.7451,11.5585,1.5018,35.3058,8.5461,-0.0006,16.3581,8.2651,23.6667,0.0049,0.0039,520.1309,0.0189,2.2801,260.0655,2.1629,1588.7628,476.3743,0.0018,0.0546,736.116,0.0105,-0.0013,
201,1694654.621,3941722.257,137.6667,29.3523,12.7651,0.6015,38.3295,8.6447,0.0048,13.8745,15.2802,22.6667,0.0182,0.012,574.4316,0.0145,2.0583,287.2158,1.9585,1724.8273,684.409,0.0019,0.0539,624.352,0.0081,0.0095,
202,1695763.375,3941446.008,87.3333,20.3361,15.3676,2.463,44.4898,10.6142,-0.0322,13.7489,11.5184,6,-0.0004,0.0239,691.5435,0.0229,1.6967,345.7718,1.6268,2002.0411,520.7475,0.006,0.0439,618.7026,0.0127,-0.0644,
